"length","lib.size","E","library","target","tar.lag","rho","sd.rho","kendall.tau","significance"
50,50,6,"AgeDiversity","CV.CPUE",-8,0.321048063803334,0.088675375089094,0.000514926454439069,3.29790276124365e-59
50,50,6,"AgeDiversity","CV.CPUE",-7,0.377000425630872,0.0827208345800907,0.000134937164551818,1.51672979593975e-68
50,50,6,"AgeDiversity","CV.CPUE",-6,0.525714214224995,0.0579926557892118,1.52944323872362e-12,2.24261957159602e-97
50,50,6,"AgeDiversity","CV.CPUE",-5,0.504520600915403,0.0471081604769289,3.5587999214215e-10,1.79688732146282e-104
50,50,6,"AgeDiversity","CV.CPUE",-4,0.465723972876812,0.0598684659717059,1.17934845844658e-06,6.89331599549828e-91
50,50,6,"AgeDiversity","CV.CPUE",-3,0.403751145575148,0.0826459824849479,0.0516768954242628,2.09184586825026e-71
50,50,6,"AgeDiversity","CV.CPUE",-2,0.475554553035409,0.0653826673357441,1.17934845844658e-06,4.77825033805277e-88
50,50,6,"AgeDiversity","CV.CPUE",-1,0.557193656972897,0.0534538172014483,2.44193725018604e-07,2.55957483228616e-103
50,50,6,"AgeDiversity","CV.CPUE",0,0.553057978003907,0.0614103089825781,0.000134937164551818,4.25891185680884e-97
50,50,6,"AgeDiversity","Abundance",-8,0.49747821968772,0.0646166373096303,0.0516768954242628,1.89159411681296e-90
50,50,6,"AgeDiversity","Abundance",-7,0.451333925077932,0.0718839719259572,0.228133658769073,7.40088329599922e-82
50,50,6,"AgeDiversity","Abundance",-6,0.455379153332035,0.0620291417922209,0.75655502544518,1.93441735258652e-88
50,50,6,"AgeDiversity","Abundance",-5,0.508252450230226,0.0697525159603478,0.824801238706967,4.01113080367236e-88
50,50,6,"AgeDiversity","Abundance",-4,0.544650604296082,0.0450114530187267,0.00859466758633065,1.11123009981393e-109
50,50,6,"AgeDiversity","Abundance",-3,0.465343390019199,0.079061215600788,0.194916733337412,3.75852547154923e-79
50,50,6,"AgeDiversity","Abundance",-2,0.495903687898463,0.0682165000431917,0.0197806317594083,5.03043607775765e-88
50,50,6,"AgeDiversity","Abundance",-1,0.534541854499777,0.0548376737367224,1.02027024606599e-07,1.83633090200422e-100
50,50,6,"AgeDiversity","Abundance",0,0.594947026629248,0.0480364270194001,7.63760166222482e-11,1.12501380445335e-110
50,50,6,"AgeDiversity","AMO",-8,0.211478332312715,0.115058323604739,0.450284886272046,5.56064034665916e-34
50,50,6,"AgeDiversity","AMO",-7,0.290590744274366,0.0837970462921202,2.8762465771548e-05,1.72509972288008e-57
50,50,6,"AgeDiversity","AMO",-6,0.315718663905624,0.0784538835105334,1.17934845844658e-06,1.81590569086595e-63
50,50,6,"AgeDiversity","AMO",-5,0.383311434038242,0.0759640161622136,1.2904566304428e-11,9.6069658572361e-73
50,50,6,"AgeDiversity","AMO",-4,0.258522042854891,0.0989852961455537,0.000134937164551818,1.68080935610939e-46
50,50,6,"AgeDiversity","AMO",-3,0.167276439053454,0.126649856980145,0.000773831095311373,7.17827906955287e-24
50,50,6,"AgeDiversity","AMO",-2,0.0904675905708436,0.136632872593954,4.72451181354749e-06,9.2907811053296e-10
50,50,6,"AgeDiversity","AMO",-1,0.220305319478452,0.103631086501403,1.02027024606599e-07,5.54362494367044e-39
50,50,6,"AgeDiversity","AMO",0,0.162321106185326,0.0954621045231674,3.98309214499903e-08,1.96897033418661e-31
50,50,9,"AgeDiversity","SBT",-8,0.672455844714242,0.0312784240356953,1.5433964684064e-07,2.69727380311695e-134
50,50,9,"AgeDiversity","SBT",-7,0.673378357869095,0.0340837378519455,1.96940497039222e-05,1.13903905406733e-130
50,50,9,"AgeDiversity","SBT",-6,0.669471172418522,0.0320917663512524,6.7103643037747e-05,5.28548686252053e-133
50,50,9,"AgeDiversity","SBT",-5,0.668468215203549,0.0298341467028867,4.07346058883817e-07,4.54631342158526e-136
50,50,9,"AgeDiversity","SBT",-4,0.666862458976751,0.0330059502720412,2.27466720525982e-06,1.2457241994625e-131
50,50,9,"AgeDiversity","SBT",-3,0.668891600750148,0.0295529691613869,1.65377562755253e-08,1.67547008679123e-136
50,50,9,"AgeDiversity","SBT",-2,0.665481634932252,0.030917939299116,4.47206138787237e-09,2.40367180064455e-134
50,50,9,"AgeDiversity","SBT",-1,0.66481697787703,0.0294027161468586,1.00560004248074e-05,1.85187038173286e-136
50,50,9,"AgeDiversity","SBT",0,0.666243799696167,0.0357739027054479,1.00560004248074e-05,3.87839599466859e-128
50,50,9,"AgeDiversity","CVofSBT",-8,0.581230339442859,0.0432876997478771,5.33772028799007e-08,3.97178579755583e-114
50,50,9,"AgeDiversity","CVofSBT",-7,0.54023783298996,0.0459901561442929,1.65377562755253e-08,2.049668376599e-108
50,50,9,"AgeDiversity","CVofSBT",-6,0.538407207038931,0.0425787838306574,1.65377562755253e-08,1.46121763166617e-111
50,50,9,"AgeDiversity","CVofSBT",-5,0.529312248170901,0.03829675807041,2.27466720525982e-06,2.29864713786e-115
50,50,9,"AgeDiversity","CVofSBT",-4,0.506955310794592,0.0485437878423507,1.65377562755253e-08,2.13222519247243e-103
50,50,9,"AgeDiversity","CVofSBT",-3,0.512168780157816,0.0462583823849701,1.82002413140481e-10,6.86581146026101e-106
50,50,9,"AgeDiversity","CVofSBT",-2,0.501557373693082,0.0523945709788795,4.47206138787237e-09,1.08348152499524e-99
50,50,9,"AgeDiversity","CVofSBT",-1,0.507111434282485,0.0498187089209067,1.01554342712973e-09,2.63119564119403e-102
50,50,9,"AgeDiversity","CVofSBT",0,0.429912788769231,0.0572695751785814,4.07346058883817e-07,2.21345072069703e-89
50,50,9,"AgeDiversity","SST",-8,0.672090367233832,0.0316885927728354,5.33772028799007e-08,1.03085685026973e-133
50,50,9,"AgeDiversity","SST",-7,0.668655910976119,0.0350899455840073,4.90647530981825e-06,4.03651042257116e-129
