"Year","Quarter","CV.CPUE","Shannon.age","Total.CPUE","AMO","MeanBT","CVofBT","MeanSST","CVofSST"
1991,1,1.86569726593278,0.736281400227423,329532.835,-0.143,4.84864162711238,0.453110350485248,6.36886584516463,0.239513018939867
1991,3,3.5155876376829,0.415062924549527,1081950.498,-0.0605,15.8989627787981,0.15396802973969,15.067227665971,0.11268993639948
1992,1,1.89048395652143,0.46066210683623,552428.086,-0.1305,5.67460735511951,0.290785054009289,6.9100284576416,0.192884053501573
1992,3,2.20995345266132,0.91225407328535,925830.621,-0.3635,14.6079662104964,0.159566544379228,14.3504959083185,0.119196260789488
1993,1,2.11081247931509,0.863805874170783,565821.913,-0.202,5.18536585625559,0.33519611325973,6.53261381823842,0.214263267047849
1993,3,3.35446811279941,0.897382971841539,712507.146,-0.185,13.6074442909816,0.178012977072427,13.6344389876699,0.126540182397954
1994,1,2.45406900197876,0.592208223626669,210168.644,-0.2915,4.39380819221852,0.446219364103473,5.96166260649518,0.26915012348923
1994,3,3.1563029463173,0.63858800023592,409447.847,-0.183,15.4594766633077,0.213929057617439,15.0038333404355,0.120779413574897
1995,1,2.38908120638001,0.421838096944662,628582.751,-0.0405,5.18743792412184,0.377266647095491,6.97009755247008,0.205794450429034
1995,3,2.58513914973279,0.929240603072236,1077678.698,0.129,14.6822460940601,0.19518195588084,15.595308924109,0.125441294913477
1996,1,2.29457326299672,0.857295647089366,441281.304,-0.0105,4.70550864758348,0.668145934145772,5.88516665877759,0.378315395304722
1996,3,3.11204950560377,0.48135626284767,997203.917,0.0055,13.9962517174958,0.202887521101915,14.8229471648612,0.105102726277542
1997,1,2.2236097183887,0.554106421753889,1108839.02,-0.053,4.59267794020429,0.498491947076491,6.07623577311756,0.268612888528395
1997,3,1.68429774047507,0.781719180222465,454707.268,0.073,14.9921952572088,0.227338889828517,16.052499984338,0.130286547352668
1998,1,3.27217361078397,0.681647304300082,655017.874,0.2215,6.16950099934235,0.281435235393448,7.64981706064891,0.185210773916036
1998,3,2.19489696340059,0.862459361443159,489291.967,0.473,13.8837222175963,0.157151322275598,14.3416056865599,0.122750042721937
1999,1,2.25920174998724,0.782500750624943,453960.117,0.0645,5.47081611780782,0.376856681335,6.91814227898916,0.225189741931542
1999,3,2.09361930540955,0.675171628820277,1140054.417,0.257,15.0068220372645,0.202146429481108,15.5294918897675,0.137462750670934
2000,1,2.02297321695432,0.526651155769238,942714.253,-0.05,5.65568939412527,0.287438499860192,6.98453659061494,0.186715881017611
2000,3,1.78119518026041,0.600351058601992,909814.662,0.1135,14.1635591319893,0.181139772199705,14.7670813149553,0.121572646182232
2001,1,1.64931968004653,0.818526771872285,472928.178,-0.066,5.51656586540332,0.353488978072132,6.97102845393545,0.198299865428461
2001,3,1.77474193659839,1.02728367718617,496454.632,0.243,14.6823215933893,0.199350194026379,14.9069715127712,0.122176578743872
2002,1,2.22303268360241,1.07627471904211,359335.3,0.1845,6.13090688127966,0.313742845446283,7.30330485153974,0.203575576422688
2002,3,3.16686686309004,0.652851517737506,473528.552,0.1045,15.5662267210036,0.198647864463102,16.3575040925809,0.115753137553171
2003,1,2.2087280841564,0.979754285566026,212286.222,0.03,4.98303256824225,0.512498796493109,6.77392680712832,0.291255434263716
2003,3,2.72077819616831,0.840894964718479,340075.488,0.445,15.0273822410538,0.206365516358353,16.3468862200171,0.0970765306065954
2004,1,2.76413259719244,0.771971695466522,131606.434,0.2215,5.39737967812315,0.401220417710734,7.16102032738972,0.2333241041971
2004,3,2.48500596432793,0.976891649657329,159919.303,0.29,14.7848256846154,0.198694389889529,15.6564186530385,0.103427791700647
2005,1,2.55077328163313,0.634340708054681,91716.984,0.1295,5.37175772069863,0.383090222170587,7.208878036437,0.192482490186889
2005,3,2.84221815561033,0.552559854050832,309358.537,0.441,14.5055586428229,0.196335975087788,14.8503495386946,0.130226659904636
2006,1,2.68634742136952,0.227102078640911,331144.408,0.111,5.56432216903622,0.431546707855335,7.23209756564319,0.212576997966745
2006,3,2.04604877068141,0.892259298197836,326374.65,0.3945,14.8873644721505,0.201523309466865,15.9932601703861,0.117208770374236
2007,1,2.21505341854029,0.733281249833093,199180.511,0.206,6.73582787704264,0.261590059570837,8.01919511178645,0.162046760878815
2007,3,3.24444262275494,0.796495216544551,603634.33,0.0885,14.5697682942188,0.161141521407173,14.7362804451609,0.1186274750297
2008,1,2.37539227805813,0.692455872443103,320846.875,0.091,6.05507190497245,0.262029094101654,7.74067881243016,0.171237260984944
2008,3,2.74703284254852,0.91304660657245,514692.939,0.199,15.1085065916666,0.169288138458721,15.3881138204559,0.092020802414949
2009,1,2.83071466193719,0.664339428874577,761093.545,-0.0995,5.48189018127949,0.406829805869053,6.50978048206345,0.257973924873954
2009,3,1.90826346190873,0.709542698314937,940641.2,0.1175,15.2059385791328,0.17429519255622,15.6189187096386,0.107557412678227
2010,1,2.3774524544116,0.664980120624292,729333.842,0.121,5.60382701682064,0.469118293472556,6.16665038583058,0.329364455357644
2010,3,2.41431641422204,0.784533926084121,641483.535,0.5,14.3317486932314,0.197821310507887,15.0928333173922,0.103784348098838
2011,1,2.7657111954944,0.810935142459373,330978.58,0.138,4.91089187762267,0.453951269161051,5.92326829099377,0.340914051054892
2011,3,4.07116167946161,0.980194259798843,423210.44,0.158,14.7385478245657,0.162916351570943,14.8553373988082,0.103895264769802
2012,1,2.69797879953263,1.03021479625566,211131.574,-0.0175,6.01308295622065,0.353800940009675,7.3265568977449,0.197831678300459
2012,3,3.05696729593261,0.428283480681646,1112122.433,0.452,14.5781288696625,0.191943567170335,14.9824430845617,0.124662338794865
