"Year","Quarter","CV.CPUE","Shannon.age","Total.CPUE","AMO","MeanBT","CVofBT","MeanSST","CVofSST"
1991,1,3.13653275980053,1.292344480965,522089.098,-0.143,4.84864162711238,0.453110350485248,6.36886584516463,0.239513018939867
1991,3,6.6401763067324,1.07138896072633,594140.796,-0.0605,15.8989627787981,0.15396802973969,15.067227665971,0.11268993639948
1992,1,2.2096905983324,1.07612122517817,336314.356,-0.1305,5.67460735511951,0.290785054009289,6.9100284576416,0.192884053501573
1992,3,3.44444272977715,0.995145294592872,1045783.141,-0.3635,14.6079662104964,0.159566544379228,14.3504959083185,0.119196260789488
1993,1,4.82193757317934,0.652210175620771,1011541.856,-0.202,5.18536585625559,0.33519611325973,6.53261381823842,0.214263267047849
1993,3,4.19542490745544,1.00939288440494,1060113.949,-0.185,13.6074442909816,0.178012977072427,13.6344389876699,0.126540182397954
1994,1,2.75593818523689,1.02311683957179,545199.262,-0.2915,4.39380819221852,0.446219364103473,5.96166260649518,0.26915012348923
1994,3,3.64464445866971,1.43241403944615,743117.581,-0.183,15.4594766633077,0.213929057617439,15.0038333404355,0.120779413574897
1995,1,4.36863205078021,0.993586049999901,440829.136,-0.0405,5.18743792412184,0.377266647095491,6.97009755247008,0.205794450429034
1995,3,3.13569500548771,1.41830012864338,323838.882,0.129,14.6822460940601,0.19518195588084,15.595308924109,0.125441294913477
1996,1,2.60676307105888,0.757544963299647,477447.35,-0.0105,4.70550864758348,0.668145934145772,5.88516665877759,0.378315395304722
1996,3,2.98264879318054,0.899051222174261,869428.684,0.0055,13.9962517174958,0.202887521101915,14.8229471648612,0.105102726277542
1997,1,3.29971726180685,0.579469554061591,982847.35,-0.053,4.59267794020429,0.498491947076491,6.07623577311756,0.268612888528395
1997,3,2.32761087635714,1.00166414931956,370398.433,0.073,14.9921952572088,0.227338889828517,16.052499984338,0.130286547352668
1998,1,3.74659099700979,0.815447538380209,592654.421,0.2215,6.16950099934235,0.281435235393448,7.64981706064891,0.185210773916036
1998,3,2.42640685823559,1.25098302866613,434723.612,0.473,13.8837222175963,0.157151322275598,14.3416056865599,0.122750042721937
1999,1,2.75514466379987,1.31142121245808,344311.347,0.0645,5.47081611780782,0.376856681335,6.91814227898916,0.225189741931542
1999,3,2.94684084496728,0.535241991672352,1369134.435,0.257,15.0068220372645,0.202146429481108,15.5294918897675,0.137462750670934
2000,1,2.35006620623749,0.463532241611703,779557.875,-0.05,5.65568939412527,0.287438499860192,6.98453659061494,0.186715881017611
2000,3,3.23658524471042,1.31423809932859,468311.502,0.1135,14.1635591319893,0.181139772199705,14.7670813149553,0.121572646182232
2001,1,2.11772389049685,1.01448488776129,761805.525,-0.066,5.51656586540332,0.353488978072132,6.97102845393545,0.198299865428461
2001,3,2.8723884956075,0.961756229674173,751941.503,0.243,14.6823215933893,0.199350194026379,14.9069715127712,0.122176578743872
2002,1,2.33721964020324,0.568562292520554,924349.187,0.1845,6.13090688127966,0.313742845446283,7.30330485153974,0.203575576422688
2002,3,2.53782933458797,1.21995697660954,1602645.14,0.1045,15.5662267210036,0.198647864463102,16.3575040925809,0.115753137553171
2003,1,2.9193285823497,1.00071085783354,1121795.848,0.03,4.98303256824225,0.512498796493109,6.77392680712832,0.291255434263716
2003,3,2.02460106609192,1.40692599791475,614988.849,0.445,15.0273822410538,0.206365516358353,16.3468862200171,0.0970765306065954
2004,1,3.09682614038965,1.39542549652408,499102.158,0.2215,5.39737967812315,0.401220417710734,7.16102032738972,0.2333241041971
2004,3,2.20841264328482,1.49872669017659,664087.453,0.29,14.7848256846154,0.198694389889529,15.6564186530385,0.103427791700647
2005,1,3.14429397931921,1.39697258383841,439988.262,0.1295,5.37175772069863,0.383090222170587,7.208878036437,0.192482490186889
2005,3,2.501681055603,1.68437992397794,370375.51,0.441,14.5055586428229,0.196335975087788,14.8503495386946,0.130226659904636
2006,1,5.80709428622194,1.38114588311092,589016.653,0.111,5.56432216903622,0.431546707855335,7.23209756564319,0.212576997966745
2006,3,2.28919357239043,1.53886405212001,341683.183,0.3945,14.8873644721505,0.201523309466865,15.9932601703861,0.117208770374236
2007,1,3.2723628110293,0.866041842760604,349124.139,0.206,6.73582787704264,0.261590059570837,8.01919511178645,0.162046760878815
2007,3,4.11736185797515,1.21769216847078,434702.832,0.0885,14.5697682942188,0.161141521407173,14.7362804451609,0.1186274750297
2008,1,4.91264605050472,1.20447120160105,486981.274,0.091,6.05507190497245,0.262029094101654,7.74067881243016,0.171237260984944
2008,3,2.73240096560382,1.21292295446687,288483.163,0.199,15.1085065916666,0.169288138458721,15.3881138204559,0.092020802414949
2009,1,3.99235598073521,0.597193238489556,632743.186,-0.0995,5.48189018127949,0.406829805869053,6.50978048206345,0.257973924873954
2009,3,2.49640124655792,1.14922329564676,482415.202,0.1175,15.2059385791328,0.17429519255622,15.6189187096386,0.107557412678227
2010,1,2.83689494801411,0.742974458217086,262992.541,0.121,5.60382701682064,0.469118293472556,6.16665038583058,0.329364455357644
2010,3,2.65208704438282,1.19893684542683,539877.043,0.5,14.3317486932314,0.197821310507887,15.0928333173922,0.103784348098838
2011,1,4.68470890192384,1.36911689951123,1070782.606,0.138,4.91089187762267,0.453951269161051,5.92326829099377,0.340914051054892
2011,3,2.59467467014842,1.41876768246261,622731.682,0.158,14.7385478245657,0.162916351570943,14.8553373988082,0.103895264769802
2012,1,5.30812629189695,0.884115164198718,617439.924,-0.0175,6.01308295622065,0.353800940009675,7.3265568977449,0.197831678300459
2012,3,4.04843878530512,1.36056550278614,502726.071,0.452,14.5781288696625,0.191943567170335,14.9824430845617,0.124662338794865
2013,1,4.16247081835,1.00657134510376,435889.864,0.1345,5.6484911121436,0.362932574128571,6.66193497665529,0.252676576989073
2013,3,4.06044776388289,1.28276763255333,1145867.78,0.2375,14.3988178954727,0.208150926142995,15.3374146290911,0.114241210495512
2014,1,2.78394905382576,0.904276713194441,752472.579,-0.0395,5.45615802615755,0.378254231885413,7.1713699141169,0.191106711643631
2014,3,2.81774934574899,0.918279420686666,1495389.476,0.335,14.6320214170247,0.188805738224305,15.699768252489,0.113152468982936
2015,1,2.99632572134198,0.556603665414606,877216.971,0.007,6.01745992983239,0.301854305442005,7.20002842918644,0.185692851130738
2015,3,2.55216627704751,1.45325668563773,596157.012,0.252,13.9166745898169,0.197004942829587,14.9395853368247,0.114783719368151
